#,Region,Country/Territory,2000,2011,2021,2030,2045,Type
64,Western Pacific,Democratic People's Republic of Korea,-,"16,599.40","18,453.40","19,206.90","19,587.70",Country
65,Africa,Democratic Republic of the Congo,"21,078.00","28,894.30","40,044.20","54,818.40","89,796.00",Country
66,Europe,Denmark,"3,853.00","3,989.70","4,243.70","4,272.20","4,308.60",Country
67,Africa,Djibouti,-,481,618.6,724.1,885.7,Country
68,North America and Caribbean,Dominica,39,42.7,47.6,49.8,49.9,Country
69,South and Central America,Dominican Republic,"4,797.00","5,846.80","6,832.40","7,664.80","8,706.80",Country
70,South and Central America,Ecuador,"6,934.00","8,692.60","11,175.20","12,859.20","15,405.80",Country
71,Middle East and North Africa,Egypt,"36,388.00","48,305.20","59,379.90","69,928.20","94,214.40",Country
72,South and Central America,El Salvador,"3,337.00","3,449.40","4,095.70","4,458.00","4,887.00",Country
73,Africa,Equatorial Guinea,-,"3,449.40",782.9,"1,030.60","1,529.00",Country
74,Africa,Eritrea,-,"2,595.50","1,718.30","2,225.90","3,216.70",Country
75,Europe,Estonia,"1,014.00","1,001.30",960,930.9,850.3,Country
76,Africa,Eswatini,-,589.3,600.9,733.8,"1,018.40",Country
77,Africa,Ethiopia,"26,985.00","39,916.60","57,503.70","76,382.90","113,599.80",Country
78,Europe,Faroe Islands,-,-,35.3,36.2,37.4,Country
79,Western Pacific,Fiji,463,531.7,560.2,612.5,700.1,Country
80,Europe,Finland,"3,731.00","3,907.80","4,061.10","4,025.80","3,896.70",Country
81,Europe,France,"41,927.00","44,329.00","46,024.00","46,754.00","46,083.80",Country
82,South and Central America,French Guiana,-,134.5,-,-,-,Country
83,Western Pacific,French Polynesia,-,179,194.3,213.3,224.3,Country
84,Africa,Gabon,612,812,"1,217.00","1,496.30","2,146.90",Country
85,Africa,Gambia,652,802.9,"1,126.40","1,509.60","2,401.90",Country
86,Europe,Georgia,"3,379.00","3,155.20","2,803.60","2,720.10","2,550.00",Country
87,Europe,Germany,"61,874.00","62,810.30","62,027.70","61,188.80","56,985.70",Country
88,Africa,Ghana,"9,168.00","12,655.50","16,732.90","20,915.90","28,922.20",Country
89,Europe,Greece,"7,991.00","8,695.70","7,658.60","7,497.50","6,770.90",Country
90,Europe,Greenland,-,-,40.7,40.8,37.7,Country
91,North America and Caribbean,Grenada,58,63.6,76.2,79.7,84,Country
92,North America and Caribbean,Guadeloupe,-,309.4,-,-,-,Country
93,Western Pacific,Guam,-,114.5,112.6,122.6,130.6,Country
94,South and Central America,Guatemala,"5,079.00","6,936.90","10,099.30","12,715.80","16,838.70",Country
95,Africa,Guinea,-,"4,722.80","6,146.50","8,378.60","12,992.40",Country
96,Africa,Guinea-Bissau,-,739.7,956.8,"1,239.10","1,845.90",Country
97,North America and Caribbean,Guyana,514,422.6,489,524.8,558,Country
98,North America and Caribbean,Haiti,"3,861.00","5,369.90","6,581.80","7,745.80","9,553.70",Country
99,Europe,Holy See,-,-,0.6,0.6,0.6,Country
100,South and Central America,Honduras,"3,029.00","4,007.60","5,887.60","7,270.30","9,158.80",Country
101,Europe,Hungary,"7,431.00","7,520.80","7,309.60","7,001.30","6,377.30",Country
102,Europe,Iceland,187,222.2,242.7,257.9,265.1,Country
103,South-East Asia,India,"567,714.00","737,003.30","893,910.00","1,022,119.20","1,154,012.20",Country
104,Western Pacific,Indonesia,"124,758.00","154,277.60","179,720.50","202,250.80","228,927.10",Country
105,Middle East and North Africa,Iran (Islamic Republic of),"34,421.00","50,322.30","57,370.40","63,731.40","73,735.50",Country
106,Middle East and North Africa,Iraq,"10,945.00","15,068.70","21,391.10","27,672.20","39,615.60",Country
107,Europe,Ireland,"2,514.00","3,152.10","3,474.70","3,754.80","4,027.30",Country
108,Europe,Isle of Man,-,-,61.4,62.5,63.8,Country
109,Europe,Israel,"3,821.00","4,707.80","5,407.20","6,198.00","7,693.00",Country
110,Europe,Italy,"43,910.00","45,637.10","45,153.70","44,411.80","40,178.60",Country
111,North America and Caribbean,Jamaica,"1,484.00","1,641.50","1,991.40","2,103.10","2,164.90",Country
112,Western Pacific,Japan,"95,849.00","95,340.60","93,187.40","86,423.80","76,932.90",Country
113,Middle East and North Africa,Jordan,"3,129.00","3,268.40","5,854.10","6,701.10","8,458.90",Country
114,Europe,Kazakhstan,"10,059.00","10,662.70","11,949.40","13,147.80","15,537.90",Country
115,Africa,Kenya,"13,334.00","19,425.80","27,783.40","36,915.20","52,173.70",Country
116,Western Pacific,Kiribati,-,60.3,66.8,78.9,102.4,Country
117,Middle East and North Africa,Kuwait,"1,084.00","1,868.90","3,152.80","3,607.70","4,026.80",Country
118,Europe,Kyrgyzstan,"2,537.00","3,142.10","3,908.10","4,475.30","5,670.80",Country
119,Western Pacific,Lao People's Democratic Republic,-,"3,368.80","4,291.50","5,124.90","6,355.40",Country
120,Europe,Latvia,-,"1,709.90","1,353.30","1,239.80","1,085.60",Country
121,Middle East and North Africa,Lebanon,"1,875.00","2,788.60","4,449.40","4,333.90","4,649.20",Country
122,Africa,Lesotho,-,"1,106.40","1,233.90","1,381.40","1,649.70",Country
123,Africa,Liberia,-,"1,900.30","2,518.20","3,309.30","4,843.70",Country
124,Middle East and North Africa,Libya,"2,784.00","3,875.00","4,425.10","5,129.10","6,069.60",Country
125,Europe,Liechtenstein,-,26.7,27.8,28.5,28,Country
126,Europe,Lithuania,"2,603.00","2,470.20","1,976.10","1,777.00","1,535.20",Country
127,Europe,Luxembourg,316,375.3,475.9,515.7,559.6,Country
128,Africa,Madagascar,"7,249.00","9,770.30","13,919.80","18,439.80","27,629.50",Country
129,Africa,Malawi,-,"6,563.50","8,982.40","12,401.50","19,253.50",Country
130,Western Pacific,Malaysia,"12,291.00","17,402.70","22,130.90","25,072.60","28,791.50",Country
131,South-East Asia,Maldives,-,198.9,404.7,382.2,448.9,Country
132,Africa,Mali,"4,685.00","6,660.70","8,714.90","12,066.30","19,788.00",Country
133,Europe,Malta,273,316,336.3,327.1,309.4,Country
134,Western Pacific,Marshall Islands,-,32.7,36.4,41.1,48.2,Country
135,North America and Caribbean,Martinique,-,284.5,-,-,-,Country
136,Africa,Mauritania,-,"1,756.40","2,386.60","3,112.50","4,633.30",Country
137,South-East Asia,Mauritius,753,898.9,943.4,974,906.6,Country
138,Africa,Mayotte,-,-,139.1,189.3,276.3,Country
139,North America and Caribbean,Mexico,"55,174.00","69,324.00","83,741.60","95,133.30","108,490.60",Country
140,Western Pacific,Micronesia (Federated States of),-,57.5,68.5,77.7,89.6,Country
141,Europe,Monaco,-,26.1,28.7,30.2,31.2,Country
142,Western Pacific,Mongolia,-,"1,742.00","2,042.70","2,290.70","2,863.40",Country
143,Europe,Montenegro,-,455.1,454.5,458.5,435,Country
144,Middle East and North Africa,Morocco,"15,925.00","19,964.60","23,992.80","27,289.70","31,571.50",Country
145,Africa,Mozambique,"8,722.00","10,767.40","14,317.60","19,542.20","31,195.30",Country
146,Western Pacific,Myanmar,-,"31,390.40","35,558.90","40,131.00","43,963.10",Country
147,Africa,Namibia,-,"1,216.30","1,375.30","1,671.80","2,298.90",Country
148,Western Pacific,Nauru,-,6.2,6.6,7,7.2,Country
149,South-East Asia,Nepal,-,"16,135.90","17,977.50","22,422.90","26,009.30",Country
150,Europe,Netherlands,"11,494.00","12,059.20","12,631.90","12,671.30","12,085.00",Country
151,North America and Caribbean,Netherlands Antilles,143,146.4,-,-,-,Country
152,Western Pacific,New Caledonia,-,165.1,199.4,221.8,244.3,Country
153,Western Pacific,New Zealand,"2,607.00","3,040.50","3,423.20","3,636.00","3,829.60",Country
154,South and Central America,Nicaragua,-,"3,163.30","4,066.00","4,775.40","5,765.40",Country
155,Africa,Niger,-,"6,511.20","9,870.60","14,279.70","25,939.80",Country
156,Africa,Nigeria,"50,671.00","75,551.40","96,812.40","125,980.60","191,555.10",Country
157,Western Pacific,Niue,-,0.8,-,-,-,Country
158,Western Pacific,Northern Mariana Islands,-,-,35.3,38.6,41,Country
159,Europe,North Macedonia,"1,369.00","1,513.20","1,571.60","1,561.20","1,457.20",Country
160,Europe,Norway,"3,127.00","3,454.70","3,969.60","4,235.90","4,567.70",Country
161,Middle East and North Africa,Oman,-,"1,810.30","3,762.30","4,255.20","5,102.10",Country
162,Middle East and North Africa,Pakistan,"74,491.00","94,447.00","123,526.40","152,157.60","204,214.20",Country
163,Western Pacific,Palau,-,12.3,11.1,11.7,11.8,Country
164,South and Central America,Panama,"1,662.00","2,190.80","2,779.60","3,225.20","3,828.10",Country
165,Western Pacific,Papua New Guinea,"2,438.00","3,553.70","4,974.10","6,170.40","8,204.70",Country
166,South and Central America,Paraguay,"2,693.00","3,648.50","4,400.20","5,069.50","6,035.40",Country
167,South and Central America,Peru,"14,217.00","17,503.70","22,044.00","24,276.60","27,689.50",Country
168,Western Pacific,Philippines,"39,787.00","51,334.90","66,754.40","78,712.30","94,788.60",Country
169,Europe,Poland,"27,136.00","28,917.50","28,518.00","27,634.80","24,980.40",Country
170,Europe,Portugal,"7,309.00","8,028.80","7,640.60","7,450.20","6,688.60",Country
171,South and Central America,Puerto Rico,"2,517.00","2,546.50","2,052.80","2,212.40","1,862.30",Country
172,Middle East and North Africa,Qatar,398,"1,542.00","2,406.60","2,744.10","3,112.60",Country
173,Africa,Réunion,-,552.2,-,-,-,Country
174,Western Pacific,Republic of Korea,"32,565.00","36,204.10","40,647.90","40,601.20","35,708.10",Country
175,Europe,Republic of Moldova,-,"2,610.00","3,094.60","3,028.10","2,719.00",Country
176,Europe,Romania,"16,339.00","16,349.30","14,231.40","13,736.00","12,364.90",Country
177,Europe,Russian Federation,-,"109,167.00","105,944.90","103,546.30","98,280.80",Country
178,Africa,Rwanda,-,"5,147.20","6,631.20","8,667.50","12,665.40",Country
179,North America and Caribbean,Saint Kitts and Nevis,26,33.4,35.3,37.9,39.3,Country
180,North America and Caribbean,Saint Lucia,-,111.5,134.5,141.9,141.7,Country
181,North America and Caribbean,Saint Vincent and the Grenadines,-,68.8,75.8,80.4,80.6,Country
182,Western Pacific,Samoa,-,93,104.8,122.4,152.7,Country
183,Europe,San Marino,-,23.8,25.4,25.9,24.7,Country
184,Africa,Sao Tome and Principe,-,81.1,104.3,136.5,199.8,Country
185,Middle East and North Africa,Saudi Arabia,"10,581.00","17,023.20","24,194.30","27,810.90","32,998.20",Country
186,Africa,Senegal,"4,219.00","5,785.50","8,036.70","10,723.60","16,603.50",Country
187,Europe,Serbia,-,"7,177.20","6,521.10","6,264.20","5,555.30",Country
188,Africa,Seychelles,-,39.6,67.2,70.8,73.2,Country
189,Africa,Sierra Leone,-,"2,794.30","3,961.10","5,073.70","7,182.30",Country
190,Western Pacific,Singapore,"2,507.00","3,838.90","4,767.90","5,006.00","4,771.40",Country
191,Europe,Slovakia,"3,784.00","4,145.00","4,159.00","4,068.70","3,764.40",Country
192,Europe,Slovenia,"1,486.00","1,563.10","1,553.50","1,524.40","1,403.80",Country
193,Western Pacific,Solomon Islands,-,274.8,347.9,443.1,655.9,Country
194,Africa,Somalia,-,"4,275.70","6,917.00","9,404.50","15,145.90",Country
195,Africa,South Africa,"21,932.00","30,111.80","37,416.80","42,592.10","50,460.10",Country
196,Africa,South Sudan,-,-,"5,432.70","6,986.00","10,243.30",Country
197,Europe,Spain,"29,899.00","34,895.60","34,841.30","34,817.50","32,130.10",Country
198,South-East Asia,Sri Lanka,"11,757.00","13,893.80","14,406.60","15,093.80","15,271.00",Country
199,Middle East and North Africa,State of Palestine,-,"1,896.00","2,689.40","3,499.50","5,081.10",Country
200,Middle East and North Africa,Sudan,"14,313.00","22,000.20","22,054.00","28,954.80","42,238.90",Country
201,North America and Caribbean,Suriname,237,329.9,376.7,418,463.9,Country
202,Europe,Sweden,"6,341.00","6,763.90","7,259.20","7,407.20","7,822.50",Country
203,Europe,Switzerland,"5,389.00","5,707.70","6,506.60","6,708.10","6,878.80",Country
204,Middle East and North Africa,Syrian Arab Republic,"7,510.00","10,824.50","10,936.90","16,400.80","21,926.60",Country
205,Western Pacific,Taiwan,"13,262.00","17,355.80","18,797.50","18,687.40","16,713.20",Country
206,Europe,Tajikistan,-,"3,543.90","5,238.90","6,328.20","8,886.70",Country
207,Western Pacific,Thailand,"39,759.00","49,088.00","52,223.50","53,602.50","50,050.40",Country
208,Western Pacific,Timor-Leste,-,484.2,689.7,865.4,"1,172.10",Country
209,Africa,Togo,"1,991.00","3,037.30","4,121.10","5,399.40","7,908.10",Country
210,Western Pacific,Tokelau,-,0.7,-,-,-,Country
211,Western Pacific,Tonga,65,53,57.5,66.2,78.6,Country
212,North America and Caribbean,Trinidad and Tobago,809,953,"1,005.40","1,036.20","1,012.00",Country
213,Middle East and North Africa,Tunisia,"5,555.00","7,084.30","8,046.40","8,750.40","9,769.90",Country
214,Europe,Turkey,"40,474.00","47,322.40","56,658.90","61,738.90","68,517.70",Country
215,Europe,Turkmenistan,-,"3,048.40","3,702.90","4,211.30","5,171.00",Country
216,Western Pacific,Tuvalu,-,5.7,7.3,8.4,10,Country
217,Africa,Uganda,"8,405.00","13,932.20","20,127.60","28,289.40","45,931.40",Country
218,Europe,Ukraine,"36,542.00","34,542.80","32,683.00","31,147.20","27,568.70",Country
219,Middle East and North Africa,United Arab Emirates,-,"6,107.40","8,057.10","8,547.20","8,254.80",Country
220,Europe,United Kingdom,"41,638.00","44,813.10","48,928.00","49,998.80","51,605.30",Country
221,Africa,United Republic of Tanzania,"14,466.00","20,498.90","28,027.10","38,160.10","60,413.30",Country
222,North America and Caribbean,United States of America,"190,081.00","216,804.80","237,306.10","248,885.60","257,576.70",Country
223,South and Central America,Uruguay,"2,166.00","2,237.10","2,380.40","2,474.60","2,556.90",Country
224,North America and Caribbean,US Virgin Islands,-,75.4,73.4,69.8,60.6,Country
225,Europe,Uzbekistan,-,"16,397.40","21,349.80","24,421.90","29,222.70",Country
226,Western Pacific,Vanuatu,-,125.5,161.8,210.1,301.9,Country
227,South and Central America,Venezuela (Bolivarian Republic of),"13,332.00","17,838.50","18,107.80","22,622.10","25,320.80",Country
228,Western Pacific,Viet Nam,-,"58,408.10","66,984.80","72,509.10","77,984.20",Country
229,Middle East and North Africa,Yemen,-,"10,902.10","15,412.90","19,988.40","28,574.20",Country
230,Africa,Zambia,"3,692.00","5,717.30","8,441.90","11,744.30","18,623.40",Country
231,Africa,Zimbabwe,"5,404.00","6,164.70","7,110.80","9,138.20","13,367.30",Country
