Bivariate Data for Diagnosed Diabetes; Obesity; ; 2014,,,,,,
Data downloaded on 29-January-2024,,,,,,
Year,County_FIPS,County,State,Bivariate Tertile,Diagnosed Diabetes (Percentage) ,Obesity (Percentage) 
2014,53001,Adams County,Washington,HH,9.7,34.4
2014,53003,Asotin County,Washington,HH,8.9,31.2
2014,53005,Benton County,Washington,MH,8.6,29.5
2014,53007,Chelan County,Washington,LM,7.4,26.1
2014,53009,Clallam County,Washington,LL,7.3,23.4
2014,53011,Clark County,Washington,MH,8.4,28.5
2014,53013,Columbia County,Washington,MM,7.6,27.9
2014,53015,Cowlitz County,Washington,HH,9.6,31.5
2014,53017,Douglas County,Washington,MM,7.5,26.6
2014,53019,Ferry County,Washington,LM,6.8,24.7
2014,53021,Franklin County,Washington,LH,7,29.2
2014,53023,Garfield County,Washington,HH,10.2,29.9
2014,53025,Grant County,Washington,MH,8.1,31.6
2014,53027,Grays Harbor County,Washington,HH,9.8,34.7
2014,53029,Island County,Washington,LM,7,26.4
2014,53031,Jefferson County,Washington,LM,7.4,24.2
2014,53033,King County,Washington,LL,6.7,21.7
2014,53035,Kitsap County,Washington,MH,7.8,28.5
2014,53037,Kittitas County,Washington,LM,6.8,27.9
2014,53039,Klickitat County,Washington,LM,7.1,27.9
2014,53041,Lewis County,Washington,MH,7.6,30.7
2014,53043,Lincoln County,Washington,LH,7.4,29.1
2014,53045,Mason County,Washington,MM,8.5,27
2014,53047,Okanogan County,Washington,MM,8.1,26.3
2014,53049,Pacific County,Washington,MH,8.2,29.1
2014,53051,Pend Oreille County,Washington,HM,10,24.6
2014,53053,Pierce County,Washington,HH,9,29.5
2014,53055,San Juan County,Washington,LL,7.1,17.1
2014,53057,Skagit County,Washington,LM,7.2,24.8
2014,53059,Skamania County,Washington,LM,6.9,25.3
2014,53061,Snohomish County,Washington,HH,9.2,29.1
2014,53063,Spokane County,Washington,MH,8.5,29.2
2014,53065,Stevens County,Washington,MM,7.8,26.3
2014,53067,Thurston County,Washington,LM,7,26.6
2014,53069,Wahkiakum County,Washington,MM,8.7,27.9
2014,53071,Walla Walla County,Washington,HM,8.8,25
2014,53073,Whatcom County,Washington,LL,7,22.1
2014,53075,Whitman County,Washington,LL,7.4,21.9
2014,53077,Yakima County,Washington,HH,9.5,29.5
2014,54001,Barbour County,West Virginia,HH,10.6,31.1
2014,54003,Berkeley County,West Virginia,MH,8.7,31.3
2014,54005,Boone County,West Virginia,HH,11,31.7
2014,54007,Braxton County,West Virginia,HM,9.5,26.3
2014,54009,Brooke County,West Virginia,HH,10.5,33.3
2014,54011,Cabell County,West Virginia,HM,10.9,27.6
2014,54013,Calhoun County,West Virginia,ML,7.7,23
2014,54015,Clay County,West Virginia,HL,9.3,23
2014,54017,Doddridge County,West Virginia,MM,8,26.4
2014,54019,Fayette County,West Virginia,HH,10.8,33.5
2014,48425,Somervell County,Texas,LL,6.9,17.9
2014,48427,Starr County,Texas,LM,7.2,26.7
2014,48429,Stephens County,Texas,LL,6.7,18.4
2014,48431,Sterling County,Texas,LL,6.9,18.4
2014,48433,Stonewall County,Texas,LL,6.7,18.6
2014,48435,Sutton County,Texas,LL,6.7,18.8
2014,48437,Swisher County,Texas,LL,6.8,19.7
2014,48439,Tarrant County,Texas,HH,11,28.8
2014,48441,Taylor County,Texas,MM,8.1,27.3
2014,48443,Terrell County,Texas,LL,6.6,18.7
2014,48445,Terry County,Texas,LL,7,23.2
2014,48447,Throckmorton County,Texas,LL,6.8,19.3
2014,48449,Titus County,Texas,LL,7.4,19.5
2014,48451,Tom Green County,Texas,HM,9.2,26.2
2014,48237,Jack County,Texas,LL,6.8,18.5
2014,48239,Jackson County,Texas,ML,7.5,18.5
2014,48241,Jasper County,Texas,ML,8.7,19.7
2014,48243,Jeff Davis County,Texas,LL,6.7,17.7
2014,48245,Jefferson County,Texas,HH,9.5,32.9
2014,48247,Jim Hogg County,Texas,LL,6.6,18.8
2014,48249,Jim Wells County,Texas,LL,6.7,23.1
2014,48251,Johnson County,Texas,LM,7.3,26.4
2014,48253,Jones County,Texas,LL,7.2,20.5
2014,48255,Karnes County,Texas,LL,7.4,20
2014,48257,Kaufman County,Texas,LL,6.8,18.5
2014,48259,Kendall County,Texas,LL,6,22.9
2014,48261,Kenedy County,Texas,LL,6.8,18.8
2014,48263,Kent County,Texas,LL,6.7,17.9
2014,48265,Kerr County,Texas,MM,8.5,25.4
2014,51031,Campbell County,Virginia,HH,9.1,28.8
2014,51033,Caroline County,Virginia,ML,7.6,21.8
2014,51035,Carroll County,Virginia,HM,8.9,25.4
2014,51036,Charles City County,Virginia,ML,8.3,22.9
2014,51037,Charlotte County,Virginia,ML,7.5,22.9
2014,51041,Chesterfield County,Virginia,MM,8.3,25.3
2014,51043,Clarke County,Virginia,LL,6.8,21.6
2014,51045,Craig County,Virginia,LL,6.7,20.5
2014,51047,Culpeper County,Virginia,MH,8.2,29.6
2014,51049,Cumberland County,Virginia,HL,10.1,19.8
2014,51051,Dickenson County,Virginia,MH,8.2,32.8
2014,51053,Dinwiddie County,Virginia,MM,8.5,26.3
2014,51057,Essex County,Virginia,HL,9,20.8
2014,51059,Fairfax County,Virginia,LL,5.6,20
2014,51061,Fauquier County,Virginia,ML,8.5,23.7
2014,51063,Floyd County,Virginia,LL,6.5,21.2
2014,51065,Fluvanna County,Virginia,ML,8.3,24
2014,51067,Franklin County,Virginia,MM,7.6,24.2
2014,51069,Frederick County,Virginia,LH,7.2,28.8
2014,51071,Giles County,Virginia,MM,7.6,24.9
2014,51073,Gloucester County,Virginia,MH,8.4,31.5
2014,51075,Goochland County,Virginia,ML,7.7,22
2014,51077,Grayson County,Virginia,LL,7.4,22.8
2014,51079,Greene County,Virginia,LL,7.2,23.3
2014,51081,Greensville County,Virginia,HL,10.7,22.4
2014,51083,Halifax County,Virginia,HM,11.6,27.8
2014,51085,Hanover County,Virginia,LM,6.9,25.9
2014,51087,Henrico County,Virginia,MM,8.6,25.7
2014,51089,Henry County,Virginia,HH,11.3,29.9
2014,51091,Highland County,Virginia,LL,6.9,18.2
2014,51093,Isle Of Wight County,Virginia,HM,9.4,26.9
2014,47039,Decatur County,Tennessee,HM,8.9,27.8
2014,47041,Dekalb County,Tennessee,MM,8.7,24.4
2014,47043,Dickson County,Tennessee,MM,7.5,25.4
2014,47045,Dyer County,Tennessee,HH,10,31.1
2014,47047,Fayette County,Tennessee,HL,11.6,21
2014,47049,Fentress County,Tennessee,MM,8,27.5
2014,47051,Franklin County,Tennessee,MM,8.1,25.3
2014,47053,Gibson County,Tennessee,MM,8.3,26.6
2014,47055,Giles County,Tennessee,HL,8.8,23.7
2014,47057,Grainger County,Tennessee,ML,8.5,23.1
2014,47059,Greene County,Tennessee,MM,7.8,26
2014,47061,Grundy County,Tennessee,MM,8.3,27.5
2014,47063,Hamblen County,Tennessee,ML,8.3,23.4
2014,47065,Hamilton County,Tennessee,HH,10.6,29.5
2014,47067,Hancock County,Tennessee,LL,6.7,19.5
2014,47069,Hardeman County,Tennessee,HL,9,23.5
2014,47071,Hardin County,Tennessee,MM,8.2,26.8
2014,47073,Hawkins County,Tennessee,HM,9,26
2014,47075,Haywood County,Tennessee,MH,8.6,29
2014,47077,Henderson County,Tennessee,HM,10.4,27.5
2014,47079,Henry County,Tennessee,MM,8.7,27.8
2014,47081,Hickman County,Tennessee,LL,7.4,22.5
2014,47083,Houston County,Tennessee,LL,7.4,20.9
2014,47085,Humphreys County,Tennessee,ML,7.7,22.5
2014,47087,Jackson County,Tennessee,MM,8.2,26.7
2014,47089,Jefferson County,Tennessee,LM,7.3,27.5
2014,47091,Johnson County,Tennessee,ML,8.2,22.4
2014,47093,Knox County,Tennessee,HH,9.7,28.9
2014,47095,Lake County,Tennessee,ML,7.7,20
2014,48267,Kimble County,Texas,LL,6.5,18.7
2014,48269,King County,Texas,LL,6.7,18.3
2014,48271,Kinney County,Texas,LL,6.8,18.9
2014,48273,Kleberg County,Texas,LL,7,19.3
2014,48275,Knox County,Texas,LL,6.8,18.3
2014,48277,Lamar County,Texas,MM,8.1,27.3
2014,48279,Lamb County,Texas,LL,7,18.7
2014,48281,Lampasas County,Texas,LL,6.9,21
2014,48283,La Salle County,Texas,LL,6.7,18.5
2014,48285,Lavaca County,Texas,ML,7.7,23.6
2014,48287,Lee County,Texas,LL,7.3,20.8
2014,48289,Leon County,Texas,ML,7.6,21
2014,48291,Liberty County,Texas,HL,8.8,19.1
2014,48293,Limestone County,Texas,ML,7.6,18.3
2014,48295,Lipscomb County,Texas,LL,6.7,18.6
2014,48297,Live Oak County,Texas,LL,6.5,19.3
2014,48299,Llano County,Texas,LL,7.3,18.8
2014,48301,Loving County,Texas,LL,7,18.7
2014,48303,Lubbock County,Texas,HH,9,28.3
2014,48305,Lynn County,Texas,LL,7.1,20.1
2014,48307,Mcculloch County,Texas,LL,6.9,19.7
2014,48309,Mclennan County,Texas,MM,8.2,27.4
2014,48311,Mcmullen County,Texas,LL,7,19.3
2014,48313,Madison County,Texas,LL,6.9,18.3
2014,48315,Marion County,Texas,LL,7.1,18.7
2014,48317,Martin County,Texas,LL,6.8,18.3
2014,48319,Mason County,Texas,LL,6.9,18
2014,48321,Matagorda County,Texas,LL,7.4,21.4
2014,48323,Maverick County,Texas,ML,8,23.9
2014,48325,Medina County,Texas,HH,9.2,28.5
2014,48327,Menard County,Texas,LL,6.9,18.3
2014,48329,Midland County,Texas,HH,8.9,30.5
2014,48331,Milam County,Texas,LL,7.1,20.5
2014,48333,Mills County,Texas,LL,6.5,18.1
2014,48335,Mitchell County,Texas,LL,6.9,18.3
2014,48337,Montague County,Texas,LL,6.4,18
2014,48339,Montgomery County,Texas,ML,8.6,22.9
2014,48341,Moore County,Texas,LL,7,21.3
2014,48343,Morris County,Texas,LL,7,20.2
2014,48345,Motley County,Texas,LL,7,18.9
2014,48347,Nacogdoches County,Texas,HH,10.7,31.4
2014,48349,Navarro County,Texas,LL,6.9,19.2
2014,48351,Newton County,Texas,LL,7.3,20.5
2014,48353,Nolan County,Texas,LL,7,19.6
2014,48355,Nueces County,Texas,HH,10.1,35.5
2014,48357,Ochiltree County,Texas,LL,6.6,19.6
2014,48359,Oldham County,Texas,LL,6.6,18.3
2014,48361,Orange County,Texas,LM,7.2,26.1
2014,48363,Palo Pinto County,Texas,ML,7.6,17.6
2014,48365,Panola County,Texas,ML,8.1,23.4
2014,48367,Parker County,Texas,MM,8.5,25.3
2014,48369,Parmer County,Texas,LL,6.9,23.3
2014,48371,Pecos County,Texas,LL,7.1,19.2
2014,48373,Polk County,Texas,LL,6.5,20.9
2014,48375,Potter County,Texas,MH,8.1,29.5
2014,48377,Presidio County,Texas,LL,6.8,18.3
2014,48379,Rains County,Texas,LL,7.1,21
2014,48381,Randall County,Texas,LL,6.8,23.5
2014,48383,Reagan County,Texas,LL,6.7,18.5
2014,48385,Real County,Texas,LL,6.7,18.6
2014,48387,Red River County,Texas,LL,7.4,19.2
2014,48389,Reeves County,Texas,LL,6.8,19.3
2014,48391,Refugio County,Texas,LL,6.8,18.5
2014,48393,Roberts County,Texas,LL,6.8,18.4
2014,45049,Hampton County,South Carolina,HH,10.6,32.7
2014,45051,Horry County,South Carolina,HH,9.1,30.1
2014,45053,Jasper County,South Carolina,HH,12.4,33.3
2014,45055,Kershaw County,South Carolina,HM,9,26.7
2014,45057,Lancaster County,South Carolina,HM,8.9,27.6
2014,45059,Laurens County,South Carolina,HH,12.4,38.3
2014,45061,Lee County,South Carolina,HH,13.6,39.7
2014,45063,Lexington County,South Carolina,MH,8.6,33
2014,45065,Mccormick County,South Carolina,HM,11.3,27.4
2014,45067,Marion County,South Carolina,HH,13.4,34.2
2014,45069,Marlboro County,South Carolina,HH,12.5,34.4
2014,45071,Newberry County,South Carolina,HH,11.4,30.4
2014,45073,Oconee County,South Carolina,MM,8.4,25.5
2014,45075,Orangeburg County,South Carolina,HH,11.8,39.2
2014,45077,Pickens County,South Carolina,HM,9.8,27.7
2014,45079,Richland County,South Carolina,HH,11,31.3
2014,45081,Saluda County,South Carolina,MH,8.6,30.7
2014,45083,Spartanburg County,South Carolina,HH,11.2,28.7
2014,45085,Sumter County,South Carolina,HH,11.8,33
2014,45087,Union County,South Carolina,HH,11,34.7
2014,45089,Williamsburg County,South Carolina,HH,14.1,39.6
2014,45091,York County,South Carolina,HH,10.9,28.4
2014,46003,Aurora County,South Dakota,LL,6.5,21.3
2014,46005,Beadle County,South Dakota,MH,7.7,29.7
2014,46007,Bennett County,South Dakota,HH,11.5,31.4
2014,46009,Bon Homme County,South Dakota,ML,7.5,22.4
2014,46011,Brookings County,South Dakota,LM,6.8,27.8
2014,46013,Brown County,South Dakota,LH,7.2,32.4
2014,46015,Brule County,South Dakota,ML,7.6,24
2014,46017,Buffalo County,South Dakota,HH,12.7,31.2
2014,46019,Butte County,South Dakota,LH,6.6,28.9
2014,46021,Campbell County,South Dakota,LL,6.6,18.9
2014,46023,Charles Mix County,South Dakota,MM,7.8,27.4
2014,46025,Clark County,South Dakota,ML,8.2,21.1
2014,46027,Clay County,South Dakota,MM,7.5,25
2014,46029,Codington County,South Dakota,LH,6.9,30.2
2014,46031,Corson County,South Dakota,HH,11,38.5
2014,46033,Custer County,South Dakota,LL,6.9,22.9
2014,46035,Davison County,South Dakota,MH,8.3,33
2014,46037,Day County,South Dakota,LM,6.8,24.1
2014,46039,Deuel County,South Dakota,MM,8.6,27.4
2014,46041,Dewey County,South Dakota,HH,13.5,38.3
2014,46043,Douglas County,South Dakota,LL,7.3,23
2014,46045,Edmunds County,South Dakota,LL,6.7,21.5
2014,46047,Fall River County,South Dakota,LL,7,21.1
2014,46049,Faulk County,South Dakota,LL,6.7,21.2
2014,46051,Grant County,South Dakota,LM,6.4,24.1
2014,46053,Gregory County,South Dakota,LL,6.7,20.2
2014,46055,Haakon County,South Dakota,LL,7,19
2014,46057,Hamlin County,South Dakota,MM,8,26.2
2014,46059,Hand County,South Dakota,LL,7.2,22.4
2014,46061,Hanson County,South Dakota,LL,7.1,23
2014,46063,Harding County,South Dakota,LL,6.8,21.1
2014,46065,Hughes County,South Dakota,MM,8.2,27.2
2014,46067,Hutchinson County,South Dakota,LM,7.4,24.4
2014,46069,Hyde County,South Dakota,ML,7.7,20
2014,46071,Jackson County,South Dakota,MH,8.6,31.8
2014,48107,Crosby County,Texas,LL,6.5,19.6
2014,48109,Culberson County,Texas,LL,6.8,18.5
2014,48111,Dallam County,Texas,LL,7.4,22.9
2014,48113,Dallas County,Texas,HH,9.3,28.9
2014,48115,Dawson County,Texas,LL,6.9,18.3
2014,48117,Deaf Smith County,Texas,LL,6.7,21.1
2014,48119,Delta County,Texas,LL,7,18.6
2014,48121,Denton County,Texas,ML,7.9,20.3
2014,48123,Dewitt County,Texas,LL,7,20.6
2014,48125,Dickens County,Texas,LL,6.9,18.2
2014,48127,Dimmit County,Texas,LL,6.6,18.8
2014,40077,Latimer County,Oklahoma,HL,10.4,24
2014,40079,Le Flore County,Oklahoma,HH,11,33.6
2014,40081,Lincoln County,Oklahoma,HH,10.1,33.4
2014,40083,Logan County,Oklahoma,HM,9.1,27
2014,40085,Love County,Oklahoma,HL,9.6,24
2014,40087,Mcclain County,Oklahoma,MM,7.8,27.4
2014,40089,Mccurtain County,Oklahoma,HH,10.3,31.3
2014,40091,Mcintosh County,Oklahoma,MH,8.5,32.6
2014,40093,Major County,Oklahoma,LM,7.1,25.5
2014,40095,Marshall County,Oklahoma,MM,8.5,27.7
2014,40097,Mayes County,Oklahoma,HH,9.9,28.6
2014,40099,Murray County,Oklahoma,MH,8.6,33.5
2014,40101,Muskogee County,Oklahoma,HH,11,34.9
2014,40103,Noble County,Oklahoma,ML,7.8,24
2014,40105,Nowata County,Oklahoma,HL,8.9,23.8
2014,40107,Okfuskee County,Oklahoma,ML,8.3,19.6
2014,40109,Oklahoma County,Oklahoma,HH,9.7,30.7
2014,40111,Okmulgee County,Oklahoma,HH,9.2,31.8
2014,40113,Osage County,Oklahoma,MH,8.2,30
2014,40115,Ottawa County,Oklahoma,HH,12.5,31.5
2014,40117,Pawnee County,Oklahoma,MM,8.6,27.8
2014,40119,Payne County,Oklahoma,LM,7,26.9
2014,40121,Pittsburg County,Oklahoma,HH,9.5,28.9
2014,40123,Pontotoc County,Oklahoma,HH,9.5,32.8
2014,40125,Pottawatomie County,Oklahoma,HH,11.1,31.7
2014,40127,Pushmataha County,Oklahoma,HM,10.1,25
2014,40129,Roger Mills County,Oklahoma,LL,7.3,22.8
2014,40131,Rogers County,Oklahoma,HH,8.8,30.6
2014,40133,Seminole County,Oklahoma,HH,9.9,31.4
2014,40135,Sequoyah County,Oklahoma,HM,9.9,26.3
2014,40137,Stephens County,Oklahoma,HH,10.5,31.5
2014,40139,Texas County,Oklahoma,LH,7.4,28.9
2014,40141,Tillman County,Oklahoma,ML,8.5,23.3
2014,40143,Tulsa County,Oklahoma,HH,9.8,29
2014,40145,Wagoner County,Oklahoma,MH,8,30.5
2014,40147,Washington County,Oklahoma,HH,10.6,33
2014,40149,Washita County,Oklahoma,MH,8,30.8
2014,40151,Woods County,Oklahoma,HM,9.5,27.3
2014,40153,Woodward County,Oklahoma,MH,8.6,36.3
2014,41001,Baker County,Oregon,HM,8.9,25.1
2014,41003,Benton County,Oregon,ML,7.6,21.5
2014,41005,Clackamas County,Oregon,MM,8.2,25.1
2014,41007,Clatsop County,Oregon,MM,8.6,27.4
2014,41009,Columbia County,Oregon,MH,8.3,30.2
2014,41011,Coos County,Oregon,HH,9.2,29.3
2014,41013,Crook County,Oregon,ML,8.7,20.2
2014,41015,Curry County,Oregon,MM,7.8,25.2
2014,41017,Deschutes County,Oregon,LL,6.3,23.4
2014,41019,Douglas County,Oregon,MH,8.3,30.8
2014,41021,Gilliam County,Oregon,LL,6.9,19.6
2014,46073,Jerauld County,South Dakota,LL,6.5,18.4
2014,46075,Jones County,South Dakota,LL,7,19.7
2014,46077,Kingsbury County,South Dakota,LM,7.2,25.8
2014,46079,Lake County,South Dakota,LM,6.6,25.8
2014,46081,Lawrence County,South Dakota,LM,6.2,25.1
2014,46083,Lincoln County,South Dakota,LH,6.9,28.9
2014,46085,Lyman County,South Dakota,ML,7.5,19
2014,46087,Mccook County,South Dakota,LL,6.6,21.3
2014,46089,Mcpherson County,South Dakota,ML,7.7,19.2
2014,46091,Marshall County,South Dakota,LL,6.7,23.6
2014,46093,Meade County,South Dakota,MM,8.1,25.6
2014,46095,Mellette County,South Dakota,HM,9.7,26.8
2014,46097,Miner County,South Dakota,ML,7.8,21.9
2014,46099,Minnehaha County,South Dakota,LM,7.4,27.2
2014,46101,Moody County,South Dakota,HM,9.1,27.7
2014,46103,Pennington County,South Dakota,LM,7.3,25.7
2014,46105,Perkins County,South Dakota,LM,6.5,25.5
2014,46107,Potter County,South Dakota,LL,7.2,17.6
2014,46109,Roberts County,South Dakota,ML,8.7,24
2014,46111,Sanborn County,South Dakota,LL,7.2,20.4
2014,46115,Spink County,South Dakota,LM,7,25.3
2014,39017,Butler County,Ohio,HH,9.9,32.3
2014,39019,Carroll County,Ohio,LM,7.3,27.7
2014,39021,Champaign County,Ohio,HH,9.4,30.1
2014,39023,Clark County,Ohio,HH,9,28.9
2014,39025,Clermont County,Ohio,HM,9.4,28.1
2014,39027,Clinton County,Ohio,MH,8.1,28.3
2014,39029,Columbiana County,Ohio,HM,8.9,28
2014,39031,Coshocton County,Ohio,HH,10.4,31.2
2014,39033,Crawford County,Ohio,HM,9.2,28.1
2014,39035,Cuyahoga County,Ohio,HH,9.8,29
2014,39037,Darke County,Ohio,MH,8.3,28.8
2014,39039,Defiance County,Ohio,MM,8.4,27.7
2014,39041,Delaware County,Ohio,MM,8,26.4
2014,39043,Erie County,Ohio,MH,7.9,32.5
2014,39045,Fairfield County,Ohio,HH,9.4,31.4
2014,39047,Fayette County,Ohio,MM,8.6,24.6
2014,39049,Franklin County,Ohio,HH,10.1,29.5
2014,39051,Fulton County,Ohio,HH,9.7,35.5
2014,39053,Gallia County,Ohio,HM,10.3,27.9
2014,39055,Geauga County,Ohio,ML,7.9,24
2014,39057,Greene County,Ohio,MH,8.4,30.2
2014,39059,Guernsey County,Ohio,HH,8.8,32.6
2014,39061,Hamilton County,Ohio,HH,9.2,28.5
2014,39063,Hancock County,Ohio,MH,8.7,29.1
2014,39065,Hardin County,Ohio,LH,7.4,29.1
2014,39067,Harrison County,Ohio,HM,8.8,26.7
2014,39069,Henry County,Ohio,ML,8.5,23.5
2014,39071,Highland County,Ohio,LM,7.4,28
2014,39073,Hocking County,Ohio,HH,10.7,35.5
2014,39075,Holmes County,Ohio,LM,7.2,24.7
2014,39077,Huron County,Ohio,HH,9.9,28.4
2014,39079,Jackson County,Ohio,HH,10.6,33.3
2014,39081,Jefferson County,Ohio,HH,11.8,36.8
2014,39083,Knox County,Ohio,ML,8.4,21.8
2014,39085,Lake County,Ohio,MM,7.7,24.5
2014,39087,Lawrence County,Ohio,HH,12.6,35.4
2014,39089,Licking County,Ohio,MH,8.6,29.5
2014,39091,Logan County,Ohio,MM,8.5,27
2014,39093,Lorain County,Ohio,HM,8.9,26.9
2014,39095,Lucas County,Ohio,HH,10.3,34
2014,39097,Madison County,Ohio,ML,8.3,23
2014,39099,Mahoning County,Ohio,HH,9,29.3
2014,39101,Marion County,Ohio,HH,9.9,34.1
2014,39103,Medina County,Ohio,LM,7.2,26.7
2014,39105,Meigs County,Ohio,HH,12.7,29.6
2014,39107,Mercer County,Ohio,MM,8.2,24.2
2014,39109,Miami County,Ohio,HH,9.3,30.8
2014,39111,Monroe County,Ohio,HH,10,31.3
2014,39113,Montgomery County,Ohio,HH,10.8,33.6
2014,39115,Morgan County,Ohio,MH,8.7,29.3
2014,39117,Morrow County,Ohio,HH,9.3,31.1
2014,39119,Muskingum County,Ohio,HH,10,28.8
